,trainning_time,average_epochs,time_per_epoch,testing_time
emb_105lr_relu_alpha,107.7023,94.0000,1.1362,0.0310
emb_105lr_relu_standard,81.0412,70.0000,1.1458,0.0314
emb_105lr_tanh_alpha,35.1716,30.0000,1.1362,0.0309
emb_105lr_tanh_standard,46.8148,40.0000,1.1492,0.0319
emb_124tlr_relu_alpha,218.8358,75.0000,2.9030,0.0559
emb_124tlr_relu_standard,161.4999,55.0000,2.8852,0.0569
emb_124tlr_tanh_alpha,124.6348,42.0000,2.8996,0.0572
emb_124tlr_tanh_standard,215.5008,74.0000,2.8895,0.0575
