,AUC - mean,AUC - std,Accuracy - mean,Accuracy - std,F1 score - mean,F1 score - std,Log Loss - mean,Log Loss - std
emb_69lr_relu_alpha,0.9707,0.0083,0.8126,0.0196,0.8072,0.0201,1.6087,0.0111
emb_69lr_relu_standard,0.9712,0.0048,0.8121,0.0118,0.8086,0.0108,1.6062,0.0137
emb_69lr_tanh_alpha,0.9736,0.0135,0.8262,0.0370,0.8198,0.0428,1.6044,0.0461
emb_69lr_tanh_standard,0.9736,0.0047,0.8182,0.0109,0.8136,0.0118,1.6007,0.0074
emb_71tlr_relu_alpha,0.9638,0.0017,0.7939,0.0057,0.7867,0.0067,1.6246,0.0072
emb_71tlr_relu_standard,0.9685,0.0011,0.8088,0.0058,0.8054,0.0053,1.6030,0.0057
emb_71tlr_tanh_alpha,0.9643,0.0015,0.8006,0.0049,0.7954,0.0062,1.6096,0.0057
emb_71tlr_tanh_standard,0.9684,0.0011,0.8076,0.0058,0.8025,0.0063,1.6049,0.0040
