,Log Loss - mean,Log Loss - std,AUC - mean,AUC - std,Accuracy - mean,Accuracy - std,F1 score - mean,F1 score - std
emb_114tlr_relu_alpha,0.2212,0.0020,0.8756,0.0035,0.9179,0.0010,0.9179,0.0010
emb_114tlr_relu_standard,0.2076,0.0030,0.8928,0.0046,0.9226,0.0007,0.9226,0.0007
emb_114tlr_tanh_alpha,0.2078,0.0024,0.8919,0.0040,0.9227,0.0009,0.9227,0.0009
emb_114tlr_tanh_standard,0.2141,0.0045,0.8849,0.0063,0.9201,0.0018,0.9201,0.0018
emb_50lr_relu_alpha,0.2029,0.0111,0.8998,0.0146,0.9235,0.0035,0.9235,0.0035
emb_50lr_relu_standard,0.2119,0.0073,0.8895,0.0079,0.9215,0.0018,0.9215,0.0018
emb_50lr_tanh_alpha,0.1959,0.0061,0.9077,0.0094,0.9261,0.0015,0.9261,0.0015
emb_50lr_tanh_standard,0.2167,0.0067,0.8827,0.0093,0.9189,0.0023,0.9189,0.0023
