,Log Loss - mean,Log Loss - std,AUC - mean,AUC - std,Accuracy - mean,Accuracy - std,F1 score - mean,F1 score - std
emb_62lr_relu_alpha,0.5301,0.0307,0.8082,0.0274,0.7329,0.0234,0.7329,0.0234
emb_62lr_relu_standard,0.5124,0.0090,0.8237,0.0077,0.7416,0.0083,0.7416,0.0083
emb_62lr_tanh_alpha,0.5463,0.0219,0.7941,0.0198,0.7170,0.0171,0.7170,0.0171
emb_62lr_tanh_standard,0.5299,0.0490,0.8045,0.0468,0.7273,0.0369,0.7273,0.0369
emb_65tlr_relu_alpha,0.5606,0.0039,0.7807,0.0043,0.7078,0.0038,0.7078,0.0038
emb_65tlr_relu_standard,0.5188,0.0030,0.8182,0.0029,0.7366,0.0047,0.7366,0.0047
emb_65tlr_tanh_alpha,0.5510,0.0039,0.7897,0.0033,0.7139,0.0009,0.7139,0.0009
emb_65tlr_tanh_standard,0.5164,0.0029,0.8198,0.0026,0.7388,0.0040,0.7388,0.0040
