,Log Loss - mean,Log Loss - std,AUC - mean,AUC - std,Accuracy - mean,Accuracy - std,F1 score - mean,F1 score - std
emb_105lr_relu_alpha,0.3143,0.0167,0.9062,0.0097,0.8523,0.0074,0.8523,0.0074
emb_105lr_relu_standard,0.2963,0.0099,0.9176,0.0052,0.8613,0.0048,0.8613,0.0048
emb_105lr_tanh_alpha,0.2965,0.0059,0.9170,0.0038,0.8604,0.0045,0.8604,0.0045
emb_105lr_tanh_standard,0.3072,0.0094,0.9119,0.0052,0.8564,0.0043,0.8564,0.0043
emb_124tlr_relu_alpha,0.3080,0.0067,0.9110,0.0032,0.8549,0.0037,0.8549,0.0037
emb_124tlr_relu_standard,0.3081,0.0088,0.9124,0.0033,0.8563,0.0055,0.8563,0.0055
emb_124tlr_tanh_alpha,0.3027,0.0057,0.9135,0.0033,0.8580,0.0024,0.8580,0.0024
emb_124tlr_tanh_standard,0.3013,0.0080,0.9146,0.0050,0.8603,0.0030,0.8603,0.0030
